選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
石井　琢朗,広島,0.25,61.0,106.0,92.0,23.0,1.0,4.0,0.0,12.0,0.0,13.0,2.0,1.0,0.337,0.348,0.684,4.33,4.26,2011.0,2700,内野手,23,41,1970/08/25,174cm,78kg,B型,右左,栃木,False
熊代　聖人,西武,0.25,81.0,77.0,64.0,16.0,0.0,8.0,2.0,6.0,1.0,20.0,4.0,0.0,0.315,0.266,0.581,3.38,3.69,2011.0,800,外野手,1,22,1989/04/18,175cm,72kg,O型,右右,愛媛,False
前田　智徳,広島,0.25,52.0,51.0,44.0,11.0,0.0,13.0,0.0,5.0,1.0,8.0,0.0,2.0,0.333,0.318,0.652,3.48,3.6,2011.0,7000,外野手,22,40,1971/06/14,176cm,80kg,AB型,右左,熊本,False
森田　一成,阪神,0.25,20.0,34.0,32.0,8.0,1.0,5.0,0.0,1.0,0.0,8.0,0.0,0.0,0.265,0.5,0.765,4.86,5.0,2011.0,520,内野手,4,22,1989/08/04,185cm,93kg,A型,右左,岡山,False
田上　健一,阪神,0.25,6.0,17.0,16.0,4.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.294,0.25,0.544,3.12,3.15,2011.0,540,外野手,2,24,1987/12/12,180cm,70kg,A型,右左,神奈川,False
斉藤　彰吾,西武,0.25,36.0,9.0,8.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,0.333,0.25,0.583,3.78,4.12,2011.0,650,外野手,4,22,1989/05/14,180cm,85kg,B型,左左,埼玉,False
坪井　智哉,オリックス,0.25,3.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.375,0.625,3.3,2.97,2011.0,2000,外野手,14,37,1974/02/19,177cm,79kg,B型,左左,東京都,True
竹原　直隆,ロッテ,0.25,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07,2011.0,1960,外野手,7,31,1980/04/21,183cm,88kg,O型,左右,岡山,False
竹原　直隆,オリックス,0.205,29.0,85.0,78.0,16.0,1.0,7.0,0.0,5.0,0.0,16.0,0.0,2.0,0.247,0.244,0.491,1.6,2.02,2011.0,1960,外野手,7,31,1980/04/21,183cm,88kg,O型,左右,岡山,False
ブランコ,中日,0.248,78.0,318.0,278.0,69.0,16.0,48.0,0.0,30.0,5.0,68.0,0.0,6.0,0.327,0.475,0.802,5.34,5.53,2011.0,14400,内野手,3,31,1980/11/10,188cm,102kg,A型,右右,ドミニカ共和国,True
ホワイトセル,ヤクルト,0.247,112.0,348.0,299.0,74.0,12.0,33.0,0.0,40.0,6.0,108.0,0.0,7.0,0.345,0.428,0.773,5.14,5.18,2011.0,9000,内野手,2,29,1982/04/14,186cm,99kg,不明,左左,アメリカ,True
山崎　浩司,オリックス,0.247,48.0,85.0,77.0,19.0,1.0,10.0,3.0,5.0,1.0,10.0,1.0,3.0,0.298,0.299,0.596,2.75,2.92,2011.0,2900,内野手,13,31,1980/10/31,180cm,74kg,O型,右右,大阪,False
亀井　義行,巨人,0.246,111.0,308.0,284.0,70.0,3.0,24.0,7.0,14.0,1.0,43.0,8.0,5.0,0.283,0.338,0.621,3.23,3.16,2011.0,4200,内野手,7,29,1982/07/28,178cm,80kg,AB型,右左,奈良,False
高橋　由伸,巨人,0.246,95.0,301.0,256.0,63.0,15.0,37.0,0.0,40.0,4.0,64.0,1.0,9.0,0.357,0.473,0.829,5.54,5.54,2011.0,35000,外野手,14,36,1975/04/03,180cm,87kg,O型,右左,千葉,False
草野　大輔,楽天,0.246,92.0,291.0,252.0,62.0,2.0,14.0,3.0,24.0,11.0,34.0,3.0,5.0,0.337,0.302,0.638,3.75,3.75,2011.0,5300,内野手,6,35,1976/12/04,170cm,78kg,B型,右左,宮崎,False
古城　茂幸,巨人,0.246,74.0,157.0,134.0,33.0,1.0,12.0,1.0,11.0,6.0,29.0,5.0,1.0,0.329,0.306,0.635,3.8,3.8,2011.0,3200,内野手,14,35,1976/01/12,174cm,77kg,B型,右左,千葉,False
鵜久森　淳志,日本ハム,0.246,42.0,64.0,61.0,15.0,2.0,6.0,0.0,2.0,0.0,17.0,0.0,1.0,0.266,0.393,0.659,3.19,3.37,2011.0,780,外野手,7,24,1987/02/01,189cm,92kg,O型,右右,愛媛,False
大引　啓次,オリックス,0.244,127.0,501.0,405.0,99.0,1.0,34.0,3.0,52.0,1.0,66.0,42.0,3.0,0.331,0.299,0.63,3.47,3.44,2011.0,4300,内野手,5,27,1984/06/29,178cm,80kg,A型,右右,大阪,False
相川　亮二,ヤクルト,0.244,126.0,458.0,409.0,100.0,1.0,33.0,0.0,30.0,4.0,62.0,11.0,13.0,0.3,0.291,0.591,2.74,2.76,2011.0,10000,捕手,17,35,1976/07/11,182cm,86kg,A型,右右,千葉,False
清田　育宏,ロッテ,0.244,78.0,262.0,238.0,58.0,3.0,25.0,2.0,15.0,3.0,63.0,3.0,2.0,0.293,0.37,0.663,3.78,3.77,2011.0,2500,外野手,2,25,1986/02/11,180cm,85kg,A型,右右,千葉,False
大島　洋平,中日,0.243,96.0,355.0,300.0,73.0,3.0,18.0,8.0,29.0,5.0,50.0,19.0,3.0,0.318,0.32,0.638,3.65,3.66,2011.0,1800,外野手,2,26,1985/11/09,176cm,74kg,A型,左左,愛知,False
大村　三郎,巨人,0.243,48.0,111.0,103.0,25.0,1.0,9.0,0.0,7.0,0.0,26.0,1.0,2.0,0.291,0.32,0.611,2.74,2.72,2011.0,13000,外野手,17,35,1976/06/01,181cm,85kg,B型,右右,岡山,False
斉藤　俊雄,オリックス,0.243,35.0,81.0,70.0,17.0,0.0,2.0,0.0,3.0,3.0,30.0,5.0,0.0,0.303,0.257,0.56,2.76,2.77,2011.0,1150,捕手,7,28,1983/12/23,180cm,85kg,A型,右右,愛知,False
小笠原　道大,巨人,0.242,83.0,314.0,281.0,68.0,5.0,20.0,1.0,27.0,4.0,66.0,0.0,4.0,0.315,0.338,0.653,3.65,3.72,2011.0,43000,内野手,15,38,1973/10/25,178cm,83kg,A型,右左,千葉,False
俊介,阪神,0.242,108.0,205.0,190.0,46.0,1.0,9.0,5.0,9.0,0.0,28.0,6.0,2.0,0.276,0.311,0.587,2.75,2.73,2011.0,1800,外野手,2,24,1987/08/17,177cm,72kg,A型,右右,福岡,False
星　孝典,西武,0.242,40.0,73.0,66.0,16.0,0.0,2.0,1.0,2.0,2.0,14.0,3.0,3.0,0.286,0.303,0.589,2.44,2.37,2011.0,820,捕手,7,29,1982/05/04,176cm,81kg,B型,右右,宮城,False
新沼　慎二,横浜,0.242,45.0,70.0,62.0,15.0,1.0,6.0,0.0,5.0,1.0,18.0,2.0,1.0,0.309,0.323,0.631,3.38,3.33,2011.0,1100,捕手,14,32,1979/06/22,185cm,89kg,A型,右右,宮城,False
丸　佳浩,広島,0.241,131.0,495.0,435.0,105.0,9.0,50.0,9.0,44.0,6.0,105.0,9.0,2.0,0.319,0.359,0.678,4.07,4.09,2011.0,600,外野手,4,22,1989/04/11,177cm,80kg,AB型,右左,千葉,False
多村　仁志,ソフトバンク,0.241,100.0,356.0,323.0,78.0,4.0,36.0,1.0,29.0,3.0,66.0,0.0,11.0,0.309,0.328,0.637,3.22,3.22,2011.0,18000,外野手,17,34,1977/03/28,180cm,82kg,B型,右右,神奈川,False
原　拓也,西武,0.241,104.0,348.0,270.0,65.0,0.0,12.0,0.0,22.0,3.0,43.0,51.0,5.0,0.303,0.289,0.592,2.69,2.68,2011.0,2000,内野手,5,27,1984/05/18,175cm,78kg,O型,右左,神奈川,False
筒香　嘉智,横浜,0.241,40.0,160.0,145.0,35.0,8.0,22.0,1.0,13.0,1.0,51.0,0.0,4.0,0.306,0.476,0.782,4.82,4.87,2011.0,900,内野手,2,20,1991/11/26,184cm,95kg,A型,右左,和歌山,False
今浪　隆博,日本ハム,0.24,84.0,197.0,179.0,43.0,0.0,8.0,3.0,8.0,0.0,18.0,10.0,0.0,0.273,0.291,0.563,2.73,2.65,2011.0,850,内野手,5,27,1984/07/06,171cm,75kg,A型,右左,福岡,False
藤井　淳志,中日,0.24,20.0,58.0,50.0,12.0,0.0,3.0,1.0,1.0,2.0,13.0,5.0,1.0,0.283,0.28,0.563,2.49,2.42,2011.0,2800,外野手,6,30,1981/05/20,182cm,81kg,O型,右両,愛知,False
中田　亮二,中日,0.239,26.0,50.0,46.0,11.0,0.0,2.0,1.0,2.0,1.0,12.0,1.0,3.0,0.286,0.261,0.547,1.82,1.8,2011.0,1020,内野手,2,24,1987/11/03,171cm,107kg,A型,右左,大阪,False
鶴岡　慎也,日本ハム,0.238,76.0,202.0,185.0,44.0,1.0,15.0,1.0,3.0,1.0,24.0,12.0,2.0,0.253,0.314,0.566,2.33,2.32,2011.0,4500,捕手,9,30,1981/04/11,176cm,77kg,A型,右右,鹿児島,False
稲田　直人,横浜,0.238,61.0,42.0,42.0,10.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.238,0.262,0.5,1.91,1.9,2011.0,1850,内野手,8,32,1979/11/06,177cm,78kg,B型,右左,広島,False
北　篤,横浜,0.238,12.0,25.0,21.0,5.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,1.0,0.292,0.286,0.577,2.34,2.74,2011.0,670,内野手,5,23,1988/11/26,182cm,83kg,A型,右左,石川,False
中田　翔,日本ハム,0.237,143.0,572.0,527.0,125.0,18.0,91.0,4.0,31.0,6.0,133.0,0.0,12.0,0.283,0.408,0.691,3.84,3.96,2011.0,1800,内野手,4,22,1989/04/22,182cm,95kg,O型,右右,広島,False
小谷野　栄一,日本ハム,0.237,129.0,525.0,473.0,112.0,5.0,47.0,1.0,35.0,4.0,90.0,6.0,17.0,0.291,0.317,0.608,2.79,2.91,2011.0,14600,内野手,9,31,1980/10/10,177cm,88kg,O型,右右,東京都,True
トレーシー,広島,0.235,40.0,164.0,149.0,35.0,1.0,19.0,0.0,11.0,2.0,34.0,0.0,7.0,0.293,0.336,0.628,2.85,2.88,2011.0,6600,内野手,1,31,1980/05/22,188cm,97kg,不明,右左,アメリカ,True
大和,阪神,0.235,47.0,62.0,51.0,12.0,0.0,6.0,5.0,3.0,0.0,6.0,5.0,0.0,0.263,0.294,0.557,2.92,3.44,2011.0,1500,内野手,6,24,1987/11/05,177cm,64kg,A型,右右,鹿児島,False
福田　永将,中日,0.235,12.0,17.0,17.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.235,0.588,0.824,4.06,4.4,2011.0,650,内野手,5,23,1988/07/23,181cm,80kg,O型,右右,神奈川,False
井端　弘和,中日,0.234,104.0,434.0,376.0,88.0,1.0,29.0,3.0,25.0,0.0,53.0,31.0,10.0,0.28,0.271,0.552,2.17,2.21,2011.0,18000,内野手,14,36,1975/05/12,173cm,75kg,B型,右右,神奈川,False
金子　誠,日本ハム,0.234,98.0,279.0,256.0,60.0,3.0,20.0,0.0,11.0,0.0,49.0,12.0,5.0,0.266,0.305,0.571,2.38,2.39,2011.0,10500,内野手,18,36,1975/11/08,185cm,84kg,B型,右右,千葉,False
坂田　遼,西武,0.233,71.0,214.0,202.0,47.0,2.0,11.0,0.0,8.0,2.0,42.0,0.0,3.0,0.266,0.322,0.588,2.78,2.85,2011.0,1400,外野手,3,25,1986/10/02,178cm,90kg,A型,右左,神奈川,False
森野　将彦,中日,0.232,142.0,595.0,508.0,118.0,10.0,45.0,0.0,64.0,5.0,89.0,13.0,9.0,0.321,0.329,0.65,3.71,3.83,2011.0,22500,内野手,15,33,1978/07/28,180cm,85kg,AB型,右左,神奈川,False
和田　一浩,中日,0.232,131.0,522.0,444.0,103.0,12.0,54.0,6.0,72.0,2.0,64.0,0.0,12.0,0.339,0.385,0.724,4.52,4.56,2011.0,40000,外野手,15,39,1972/06/19,182cm,90kg,O型,右右,岐阜,False
秋山　翔吾,西武,0.232,110.0,313.0,284.0,66.0,1.0,21.0,8.0,15.0,6.0,63.0,8.0,1.0,0.285,0.317,0.602,3.04,3.02,2011.0,1200,外野手,1,23,1988/04/16,183cm,83kg,A型,右左,神奈川,False
片岡　易之,西武,0.23,86.0,364.0,326.0,75.0,1.0,18.0,22.0,26.0,4.0,51.0,8.0,3.0,0.295,0.276,0.571,2.78,2.82,2011.0,17000,内野手,7,28,1983/02/17,176cm,82kg,O型,右右,千葉,False
山崎　武司,楽天,0.229,102.0,402.0,362.0,83.0,11.0,48.0,0.0,28.0,4.0,89.0,0.0,10.0,0.286,0.367,0.653,3.32,3.6,2011.0,25000,内野手,25,43,1968/11/07,182cm,100kg,A型,右右,愛知,False
バレンティン,ヤクルト,0.228,140.0,555.0,486.0,111.0,31.0,76.0,3.0,61.0,2.0,131.0,0.0,15.0,0.314,0.469,0.783,4.79,4.96,2011.0,6500,外野手,1,27,1984/07/02,185cm,100kg,O型,右右,アンティル,True
鉄平,楽天,0.228,91.0,332.0,294.0,67.0,1.0,17.0,5.0,17.0,7.0,42.0,9.0,1.0,0.282,0.272,0.554,2.4,2.64,2011.0,13000,外野手,11,29,1982/12/27,178cm,78kg,AB型,右左,大分,False
根元　俊一,ロッテ,0.228,68.0,167.0,149.0,34.0,2.0,11.0,0.0,12.0,1.0,38.0,5.0,2.0,0.29,0.289,0.579,2.66,2.73,2011.0,2230,内野手,6,28,1983/07/08,177cm,75kg,A型,右左,東京都,True
大野　奨太,日本ハム,0.227,102.0,272.0,242.0,55.0,3.0,17.0,0.0,14.0,8.0,44.0,8.0,4.0,0.292,0.318,0.61,2.99,2.98,2011.0,2500,捕手,3,24,1987/01/13,177cm,77kg,O型,右右,岐阜,False
野本　圭,中日,0.226,78.0,174.0,159.0,36.0,2.0,15.0,0.0,6.0,6.0,40.0,2.0,3.0,0.279,0.34,0.619,3.05,3.09,2011.0,2200,外野手,3,27,1984/07/07,180cm,81kg,B型,左左,岡山,False
カブレラ,ソフトバンク,0.225,89.0,340.0,311.0,70.0,10.0,35.0,0.0,25.0,2.0,94.0,0.0,11.0,0.285,0.363,0.649,3.14,3.23,2011.0,18000,内野手,11,40,1971/12/24,185cm,100kg,不明,右右,ベネズエラ,True
嶋　基宏,楽天,0.224,129.0,421.0,362.0,81.0,2.0,28.0,7.0,30.0,3.0,85.0,24.0,7.0,0.287,0.29,0.577,2.61,2.64,2011.0,5800,捕手,5,27,1984/12/13,179cm,82kg,A型,右右,岐阜,False
横川　史学,楽天,0.224,94.0,216.0,196.0,44.0,4.0,18.0,1.0,13.0,3.0,41.0,2.0,2.0,0.28,0.327,0.607,3.06,3.21,2011.0,1000,外野手,5,27,1984/12/03,186cm,90kg,B型,右左,千葉,False
早坂　圭介,ロッテ,0.224,22.0,65.0,58.0,13.0,0.0,3.0,3.0,3.0,0.0,15.0,4.0,2.0,0.262,0.259,0.521,2.01,2.04,2011.0,1350,内野手,9,27,1984/06/19,176cm,63kg,O型,右両,神奈川,False
福浦　和也,ロッテ,0.223,116.0,405.0,358.0,80.0,3.0,43.0,0.0,37.0,3.0,72.0,1.0,11.0,0.297,0.285,0.582,2.7,2.88,2011.0,10000,内野手,18,36,1975/12/14,183cm,88kg,B型,左左,千葉,False
藤井　彰人,阪神,0.223,99.0,298.0,265.0,59.0,2.0,15.0,1.0,16.0,1.0,48.0,16.0,10.0,0.27,0.287,0.556,2.03,2.01,2011.0,4000,捕手,13,35,1976/06/18,170cm,78kg,AB型,右右,大阪,False
内藤　雄太,横浜,0.223,99.0,198.0,184.0,41.0,1.0,20.0,0.0,11.0,0.0,58.0,0.0,2.0,0.263,0.283,0.545,2.37,2.53,2011.0,1060,外野手,6,28,1983/11/29,182cm,84kg,O型,右左,神奈川,False
岩本　貴裕,広島,0.223,60.0,193.0,179.0,40.0,3.0,15.0,0.0,8.0,0.0,43.0,3.0,4.0,0.253,0.324,0.577,2.36,2.56,2011.0,1800,外野手,3,25,1986/04/18,182cm,90kg,A型,左左,広島,False
藤村　大介,巨人,0.222,119.0,407.0,352.0,78.0,0.0,15.0,28.0,20.0,2.0,74.0,30.0,3.0,0.265,0.241,0.507,2.16,2.27,2011.0,640,内野手,4,22,1989/07/25,173cm,73kg,AB型,右左,熊本,False
里崎　智也,ロッテ,0.222,109.0,397.0,338.0,75.0,5.0,25.0,0.0,40.0,3.0,91.0,12.0,7.0,0.306,0.296,0.602,2.99,3.18,2011.0,12500,捕手,13,35,1976/05/20,175cm,88kg,A型,右右,徳島,False
ホフパワー,日本ハム,0.222,122.0,373.0,329.0,73.0,12.0,36.0,0.0,38.0,0.0,99.0,0.0,7.0,0.298,0.374,0.671,3.61,3.85,2011.0,5000,内野手,1,31,1980/03/01,192cm,97kg,不明,左左,アメリカ,True
銀次,楽天,0.222,22.0,59.0,54.0,12.0,0.0,6.0,1.0,2.0,1.0,7.0,2.0,0.0,0.263,0.222,0.485,2.03,2.11,2011.0,570,内野手,6,23,1988/02/24,174cm,85kg,A型,右左,岩手,False
加治前　竜一,巨人,0.222,6.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.222,0.222,0.444,1.25,1.35,2011.0,1050,外野手,4,26,1985/04/06,175cm,78kg,A型,右右,奈良,False
金本　知憲,阪神,0.218,122.0,372.0,348.0,76.0,12.0,31.0,1.0,24.0,0.0,53.0,0.0,5.0,0.269,0.359,0.628,3.16,3.22,2011.0,40000,外野手,20,43,1968/04/03,180cm,85kg,O型,右左,広島,False
銀仁朗,西武,0.218,122.0,365.0,317.0,69.0,2.0,22.0,4.0,11.0,1.0,79.0,33.0,6.0,0.244,0.265,0.509,1.76,1.87,2011.0,2000,捕手,6,24,1987/07/19,180cm,93kg,O型,右右,京都,False
岩崎　達郎,中日,0.218,51.0,91.0,78.0,17.0,0.0,3.0,0.0,7.0,0.0,13.0,6.0,1.0,0.282,0.282,0.564,2.37,2.36,2011.0,2100,内野手,5,27,1984/12/28,175cm,75kg,O型,右右,神奈川,False
鶴岡　一成,巨人,0.218,34.0,63.0,55.0,12.0,0.0,1.0,0.0,4.0,1.0,9.0,3.0,0.0,0.283,0.236,0.52,2.35,2.35,2011.0,4000,捕手,16,34,1977/05/30,183cm,85kg,A型,右右,兵庫,False
井手　正太郎,横浜,0.217,13.0,24.0,23.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.217,0.217,0.435,1.16,1.24,2011.0,1100,外野手,10,28,1983/10/10,179cm,79kg,O型,右右,宮崎,False
武内　晋一,ヤクルト,0.216,73.0,118.0,102.0,22.0,2.0,11.0,0.0,9.0,1.0,27.0,4.0,2.0,0.281,0.353,0.634,3.15,3.37,2011.0,2800,内野手,6,28,1983/12/10,175cm,85kg,O型,左左,兵庫,False
田上　秀則,ソフトバンク,0.216,14.0,38.0,37.0,8.0,1.0,4.0,0.0,1.0,0.0,18.0,0.0,0.0,0.237,0.351,0.588,2.72,2.77,2011.0,4000,捕手,10,31,1980/03/20,178cm,83kg,AB型,右右,大阪,False
オーティズ,ソフトバンク,0.215,80.0,205.0,186.0,40.0,7.0,15.0,0.0,16.0,1.0,44.0,0.0,8.0,0.278,0.376,0.654,2.96,3.13,2011.0,8000,外野手,7,34,1977/06/13,177cm,80kg,不明,右右,ドミニカ共和国,True
梵　英心,広島,0.214,52.0,232.0,192.0,41.0,2.0,11.0,8.0,23.0,2.0,34.0,14.0,2.0,0.303,0.302,0.605,3.05,3.14,2011.0,7500,内野手,6,31,1980/10/11,173cm,73kg,B型,右右,広島,False
城所　龍磨,ソフトバンク,0.214,108.0,30.0,28.0,6.0,0.0,4.0,10.0,1.0,1.0,7.0,0.0,0.0,0.267,0.286,0.552,2.57,2.7,2011.0,1700,外野手,8,26,1985/09/24,177cm,78kg,B型,右左,愛知,False
大松　尚逸,ロッテ,0.213,64.0,200.0,183.0,39.0,2.0,16.0,0.0,13.0,2.0,44.0,0.0,5.0,0.27,0.279,0.549,2.22,2.39,2011.0,7800,外野手,7,29,1982/06/16,184cm,90kg,B型,左左,石川,False
松本　啓二朗,横浜,0.212,47.0,116.0,104.0,22.0,0.0,11.0,2.0,4.0,0.0,15.0,6.0,2.0,0.236,0.269,0.506,1.59,1.79,2011.0,1140,外野手,3,25,1986/06/24,180cm,78kg,O型,左左,千葉,False
松本　高明,広島,0.212,38.0,63.0,52.0,11.0,0.0,5.0,1.0,4.0,3.0,12.0,2.0,1.0,0.295,0.269,0.564,2.8,3.11,2011.0,850,内野手,9,27,1984/04/12,177cm,73kg,B型,右左,東京都,True
平尾　博嗣,西武,0.211,56.0,86.0,76.0,16.0,1.0,19.0,0.0,7.0,1.0,19.0,0.0,0.0,0.279,0.303,0.582,3.05,3.29,2011.0,4000,内野手,18,36,1975/12/31,175cm,78kg,O型,右右,埼玉,False
天谷　宗一郎,広島,0.21,100.0,187.0,167.0,35.0,1.0,12.0,8.0,14.0,3.0,33.0,3.0,2.0,0.283,0.299,0.582,2.92,2.94,2011.0,2800,外野手,10,28,1983/11/08,178cm,83kg,O型,左左,福井,False
中村　紀洋,横浜,0.209,62.0,126.0,115.0,24.0,1.0,14.0,0.0,9.0,0.0,27.0,0.0,1.0,0.262,0.278,0.54,2.25,2.51,2011.0,500,内野手,19,38,1973/07/24,180cm,93kg,O型,右右,大阪,False
堂上　直倫,中日,0.209,62.0,123.0,115.0,24.0,2.0,10.0,0.0,4.0,1.0,18.0,3.0,5.0,0.242,0.296,0.537,1.69,1.7,2011.0,1700,内野手,5,23,1988/09/23,184cm,82kg,O型,右右,愛知,False
田中　雅彦,ロッテ,0.209,30.0,72.0,67.0,14.0,0.0,2.0,0.0,3.0,0.0,16.0,2.0,1.0,0.243,0.269,0.512,1.82,1.79,2011.0,1500,捕手,8,29,1982/01/09,175cm,75kg,A型,右右,大阪,False
細山田　武史,横浜,0.208,84.0,157.0,130.0,27.0,1.0,11.0,0.0,8.0,5.0,54.0,13.0,1.0,0.278,0.254,0.532,2.22,2.35,2011.0,1230,捕手,3,25,1986/04/29,179cm,75kg,A型,右右,鹿児島,False
小宮山　慎二,阪神,0.208,38.0,56.0,53.0,11.0,0.0,1.0,0.0,0.0,1.0,15.0,1.0,2.0,0.218,0.245,0.463,1.0,1.2,2011.0,900,捕手,8,26,1985/11/26,178cm,84kg,A型,右右,神奈川,False
高濱　卓也,ロッテ,0.208,19.0,56.0,48.0,10.0,0.0,0.0,0.0,1.0,0.0,21.0,7.0,0.0,0.224,0.229,0.454,1.32,1.35,2011.0,750,内野手,4,22,1989/07/06,184cm,84kg,A型,右左,佐賀,False
一輝,横浜,0.207,49.0,59.0,58.0,12.0,0.0,6.0,0.0,0.0,0.0,21.0,1.0,2.0,0.207,0.293,0.5,1.24,1.21,2011.0,2000,内野手,8,30,1981/10/13,180cm,87kg,B型,右右,山口,False
中東　直己,広島,0.206,64.0,34.0,34.0,7.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.206,0.235,0.441,0.27,0.45,2011.0,750,外野手,5,30,1981/10/05,168cm,75kg,B型,右左,広島,False
荒金　久雄,オリックス,0.205,38.0,92.0,83.0,17.0,2.0,8.0,0.0,8.0,1.0,24.0,0.0,0.0,0.283,0.337,0.62,3.39,3.44,2011.0,2800,外野手,11,33,1978/08/01,178cm,77kg,A型,右右,大分,False
由田　慎太郎,オリックス,0.205,32.0,92.0,78.0,16.0,1.0,4.0,1.0,7.0,1.0,12.0,5.0,1.0,0.276,0.282,0.558,2.57,2.75,2011.0,750,外野手,8,30,1981/07/20,175cm,75kg,A型,左左,石川,False
藤本　敦士,ヤクルト,0.205,23.0,48.0,44.0,9.0,1.0,6.0,0.0,4.0,0.0,7.0,0.0,0.0,0.271,0.364,0.634,3.12,3.19,2011.0,3100,内野手,11,34,1977/10/04,174cm,72kg,O型,右左,兵庫,False
鈴木　郁洋,オリックス,0.204,89.0,171.0,152.0,31.0,0.0,7.0,3.0,5.0,2.0,34.0,11.0,2.0,0.238,0.25,0.488,1.71,1.77,2011.0,4000,捕手,14,36,1975/05/23,181cm,75kg,O型,右右,福島,False
梶本　勇介,オリックス,0.204,43.0,100.0,93.0,19.0,0.0,2.0,0.0,2.0,0.0,25.0,5.0,0.0,0.221,0.226,0.447,1.16,1.23,2011.0,800,内野手,10,28,1983/12/18,180cm,74kg,AB型,右両,大阪,False
佐伯　貴弘,中日,0.202,64.0,118.0,109.0,22.0,1.0,6.0,0.0,5.0,1.0,22.0,3.0,3.0,0.243,0.284,0.528,1.82,1.86,2011.0,1500,内野手,19,41,1970/04/18,186cm,90kg,AB型,左左,大阪,False
フィールズ,巨人,0.202,40.0,116.0,109.0,22.0,2.0,9.0,0.0,4.0,2.0,32.0,0.0,2.0,0.241,0.312,0.553,2.19,2.36,2011.0,1500,内野手,1,29,1982/12/14,188cm,95kg,不明,右右,アメリカ,True
李　承ヨプ,オリックス,0.201,122.0,432.0,394.0,79.0,15.0,51.0,0.0,32.0,0.0,121.0,0.0,8.0,0.257,0.365,0.622,2.93,3.18,2011.0,15000,内野手,8,35,1976/08/18,183cm,85kg,不明,左左,韓国,True
石原　慶幸,広島,0.201,110.0,342.0,299.0,60.0,4.0,27.0,2.0,22.0,4.0,49.0,14.0,7.0,0.262,0.274,0.536,2.03,2.18,2011.0,8000,捕手,10,32,1979/09/07,177cm,82kg,A型,右右,岐阜,False
細川　亨,ソフトバンク,0.201,97.0,264.0,219.0,44.0,1.0,20.0,1.0,7.0,2.0,55.0,34.0,1.0,0.23,0.256,0.486,1.65,1.76,2011.0,7100,捕手,10,31,1980/01/04,183cm,97kg,B型,右右,青森,False
吉村　裕基,横浜,0.2,81.0,245.0,220.0,44.0,5.0,11.0,0.0,15.0,7.0,59.0,2.0,3.0,0.272,0.314,0.585,2.68,2.83,2011.0,6400,外野手,9,27,1984/06/14,183cm,94kg,B型,右右,福岡,False
工藤　隆人,ロッテ,0.2,53.0,112.0,100.0,20.0,0.0,5.0,3.0,4.0,3.0,21.0,5.0,0.0,0.252,0.25,0.502,2.03,2.08,2011.0,2000,外野手,7,30,1981/03/30,171cm,73kg,A型,左左,青森,False
神戸　拓光,ロッテ,0.2,22.0,45.0,40.0,8.0,0.0,2.0,0.0,4.0,0.0,11.0,1.0,0.0,0.273,0.25,0.523,2.32,2.35,2011.0,1210,外野手,5,26,1985/02/23,191cm,98kg,A型,右左,茨城,False
迎　祐一郎,広島,0.2,13.0,17.0,15.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.25,0.267,0.517,0.52,0.47,2011.0,920,外野手,12,30,1981/12/22,180cm,79kg,AB型,右右,佐賀,False
森本　学,ソフトバンク,0.2,15.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4,0.77,0.88,2011.0,2500,内野手,9,33,1978/01/06,175cm,78kg,AB型,右右,大阪,False
塩川　達也,楽天,0.2,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.4,0.65,0.81,2011.0,1250,内野手,7,28,1983/03/15,180cm,79kg,O型,右右,兵庫,False
ライアル,巨人,0.198,33.0,101.0,96.0,19.0,0.0,4.0,0.0,4.0,1.0,31.0,0.0,2.0,0.238,0.24,0.477,1.24,1.3,2011.0,8000,内野手,1,28,1983/03/16,188cm,91kg,不明,右右,アメリカ,True
高山　久,西武,0.196,19.0,49.0,46.0,9.0,0.0,2.0,0.0,2.0,1.0,17.0,0.0,0.0,0.245,0.239,0.484,1.76,1.82,2011.0,2600,外野手,12,30,1981/11/16,177cm,84kg,O型,右右,熊本,False
