選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
亀井　善行,巨人,0.251,109.0,277.0,247.0,62.0,6.0,47.0,1.0,27.0,1.0,38.0,0.0,4.0,0.325,0.389,0.714,4.56,4.53,2017.0,5000,外野手,13,35,1982/07/28,178cm,82kg,AB型,右左,奈良,False
ビシエド,中日,0.25,87.0,367.0,332.0,83.0,18.0,49.0,4.0,29.0,5.0,52.0,0.0,10.0,0.319,0.452,0.771,4.87,4.93,2017.0,17000,外野手,2,28,1989/03/10,185cm,108kg,不明,右右,キューバ,True
髙山　俊,阪神,0.25,103.0,353.0,328.0,82.0,6.0,24.0,6.0,21.0,3.0,77.0,0.0,3.0,0.3,0.369,0.669,3.9,3.88,2017.0,4000,外野手,2,24,1993/04/18,181cm,86kg,O型,右左,千葉,False
聖澤　諒,楽天,0.25,111.0,252.0,232.0,58.0,1.0,21.0,2.0,13.0,4.0,50.0,2.0,2.0,0.3,0.341,0.641,3.62,3.54,2017.0,5000,外野手,10,32,1985/11/03,179cm,72kg,B型,右左,長野,False
サントス,ロッテ,0.25,66.0,193.0,180.0,45.0,3.0,8.0,5.0,7.0,1.0,46.0,5.0,2.0,0.282,0.356,0.637,3.16,3.11,2017.0,2220,外野手,1,30,1987/09/15,173cm,79kg,不明,左左,キューバ,True
今江　年晶,楽天,0.25,51.0,135.0,128.0,32.0,1.0,10.0,0.0,6.0,0.0,26.0,1.0,3.0,0.284,0.344,0.627,3.12,3.01,2017.0,20000,内野手,16,34,1983/08/26,180cm,89kg,B型,右右,京都,False
脇谷　亮太,巨人,0.25,52.0,68.0,64.0,16.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,2.0,0.284,0.25,0.534,2.03,2.06,2017.0,2160,内野手,12,36,1981/11/04,177cm,77kg,A型,右左,大分,False
エリアン,DeNA,0.25,25.0,62.0,56.0,14.0,1.0,1.0,0.0,6.0,0.0,22.0,0.0,2.0,0.323,0.321,0.644,3.34,3.38,2017.0,4500,内野手,2,32,1985/02/01,180cm,93kg,不明,右両,ドミニカ共和国,True
髙城　俊人,DeNA,0.25,29.0,61.0,56.0,14.0,0.0,4.0,0.0,3.0,0.0,15.0,2.0,1.0,0.288,0.357,0.645,3.05,3.01,2017.0,1600,捕手,6,24,1993/05/03,176cm,86kg,AB型,右右,福岡,False
辻　東倫,巨人,0.25,18.0,36.0,32.0,8.0,0.0,1.0,1.0,4.0,0.0,7.0,0.0,1.0,0.333,0.25,0.583,3.15,3.19,2017.0,900,内野手,5,23,1994/08/11,181cm,83kg,B型,右左,三重,False
廣岡　大志,ヤクルト,0.25,11.0,31.0,28.0,7.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,1.0,0.323,0.286,0.608,2.98,2.93,2017.0,630,内野手,2,20,1997/04/09,183cm,81kg,O型,右右,大阪,False
友永　翔太,中日,0.25,5.0,17.0,16.0,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.294,0.375,0.669,2.97,2.8,2017.0,750,外野手,3,26,1991/04/01,170cm,74kg,O型,右左,神奈川,False
松本　啓二朗,DeNA,0.25,13.0,14.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.357,0.25,0.607,3.98,4.05,2017.0,1300,外野手,9,31,1986/06/24,182cm,85kg,O型,左左,千葉,False
坂倉　将吾,広島,0.25,3.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07,2017.0,500,捕手,1,19,1998/05/29,176cm,82kg,A型,右左,千葉,False
今井　順之助,日本ハム,0.25,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,1.97,1.98,2017.0,470,内野手,1,19,1998/05/25,177cm,88kg,A型,右左,岐阜,False
荒木　雅博,中日,0.249,85.0,267.0,249.0,62.0,0.0,8.0,5.0,13.0,0.0,41.0,5.0,8.0,0.286,0.281,0.567,2.51,2.47,2017.0,7040,内野手,22,40,1977/09/13,180cm,74kg,A型,右右,熊本,False
中井　大介,巨人,0.249,90.0,254.0,229.0,57.0,5.0,15.0,2.0,19.0,1.0,44.0,4.0,5.0,0.308,0.376,0.684,3.87,3.85,2017.0,1440,内野手,10,28,1989/11/27,183cm,88kg,B型,右右,三重,False
田村　龍弘,ロッテ,0.248,132.0,359.0,311.0,77.0,3.0,36.0,4.0,26.0,1.0,68.0,17.0,7.0,0.304,0.334,0.638,3.28,3.36,2017.0,5000,捕手,5,23,1994/05/13,174cm,80kg,A型,右右,大阪,False
嶺井　博希,DeNA,0.248,52.0,135.0,121.0,30.0,3.0,12.0,0.0,4.0,6.0,35.0,4.0,3.0,0.305,0.364,0.669,3.58,3.58,2017.0,1300,捕手,4,26,1991/06/04,175cm,85kg,B型,右右,沖縄,False
坂本　誠志郎,阪神,0.248,42.0,132.0,113.0,28.0,2.0,17.0,0.0,15.0,1.0,32.0,3.0,1.0,0.341,0.345,0.686,4.37,4.3,2017.0,1300,捕手,2,24,1993/11/10,176cm,79kg,O型,右右,兵庫,False
山田　哲人,ヤクルト,0.247,143.0,624.0,526.0,130.0,24.0,78.0,14.0,91.0,6.0,132.0,0.0,15.0,0.364,0.435,0.799,5.57,5.57,2017.0,35000,内野手,7,25,1992/07/16,180cm,76kg,O型,右右,兵庫,False
大城　滉二,オリックス,0.246,122.0,400.0,345.0,85.0,2.0,21.0,7.0,16.0,3.0,59.0,35.0,6.0,0.285,0.299,0.583,2.59,2.58,2017.0,1400,内野手,2,24,1993/06/14,175cm,72kg,B型,右右,沖縄,False
石川　雄洋,DeNA,0.246,63.0,192.0,167.0,41.0,2.0,11.0,1.0,12.0,4.0,41.0,6.0,4.0,0.306,0.323,0.63,3.21,3.36,2017.0,6300,内野手,13,31,1986/07/10,183cm,78kg,O型,右左,静岡,False
平田　良介,中日,0.244,66.0,270.0,238.0,58.0,6.0,29.0,4.0,29.0,1.0,60.0,0.0,4.0,0.326,0.395,0.721,4.68,4.69,2017.0,12000,外野手,12,29,1988/03/23,177cm,88kg,B型,右右,大阪,False
井口　資仁,ロッテ,0.244,65.0,144.0,123.0,30.0,2.0,15.0,0.0,19.0,0.0,27.0,0.0,4.0,0.34,0.35,0.69,4.12,4.22,2017.0,13500,内野手,17,43,1974/12/04,178cm,91kg,O型,右右,東京都,True
森野　将彦,中日,0.244,22.0,48.0,41.0,10.0,0.0,1.0,0.0,5.0,0.0,3.0,2.0,1.0,0.326,0.293,0.619,2.91,2.87,2017.0,8400,内野手,21,39,1978/07/28,180cm,85kg,AB型,右左,神奈川,False
梶谷　隆幸,DeNA,0.243,137.0,578.0,511.0,124.0,21.0,60.0,21.0,62.0,3.0,157.0,0.0,10.0,0.327,0.427,0.754,5.0,5.0,2017.0,9300,外野手,11,29,1988/08/28,180cm,85kg,A型,右左,島根,False
中村　悠平,ヤクルト,0.243,127.0,486.0,419.0,102.0,4.0,34.0,2.0,42.0,10.0,65.0,11.0,14.0,0.324,0.325,0.649,3.46,3.53,2017.0,5100,捕手,9,27,1990/06/17,176cm,83kg,A型,右右,福井,False
三好　匠,楽天,0.243,56.0,115.0,103.0,25.0,1.0,9.0,0.0,7.0,0.0,27.0,4.0,1.0,0.288,0.359,0.648,3.34,3.3,2017.0,700,内野手,6,24,1993/06/07,174cm,75kg,A型,右右,福岡,False
ペーニャ,ロッテ,0.242,70.0,252.0,219.0,53.0,15.0,38.0,0.0,26.0,5.0,72.0,0.0,8.0,0.333,0.511,0.845,5.5,5.6,2017.0,7340,内野手,1,32,1985/07/18,180cm,91kg,不明,右両,メキシコ,True
ペーニャ,ロッテ,0.242,70.0,252.0,219.0,53.0,15.0,38.0,0.0,26.0,5.0,72.0,0.0,8.0,0.333,0.511,0.845,5.5,5.6,2017.0,3300,内野手,5,35,1982/01/23,191cm,118kg,不明,右右,ドミニカ共和国,True
ペーニャ,広島,0.216,22.0,39.0,37.0,8.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,0.0,0.256,0.243,0.5,2.01,2.06,2017.0,7340,内野手,1,32,1985/07/18,180cm,91kg,不明,右両,メキシコ,True
ペーニャ,広島,0.216,22.0,39.0,37.0,8.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,0.0,0.256,0.243,0.5,2.01,2.06,2017.0,3300,内野手,5,35,1982/01/23,191cm,118kg,不明,右右,ドミニカ共和国,True
石川　慎吾,巨人,0.242,99.0,251.0,236.0,57.0,5.0,20.0,2.0,13.0,2.0,51.0,0.0,8.0,0.287,0.381,0.668,3.45,3.38,2017.0,1000,外野手,6,24,1993/04/27,178cm,76kg,O型,右右,大阪,False
山崎　晃大朗,ヤクルト,0.242,59.0,246.0,219.0,53.0,1.0,13.0,6.0,18.0,0.0,44.0,9.0,3.0,0.3,0.32,0.619,3.04,2.99,2017.0,840,外野手,2,24,1993/08/11,173cm,68kg,O型,左左,和歌山,False
三木　亮,ロッテ,0.242,85.0,229.0,207.0,50.0,2.0,19.0,0.0,8.0,3.0,55.0,9.0,1.0,0.277,0.314,0.591,2.87,2.93,2017.0,1400,内野手,4,26,1991/10/25,175cm,78kg,A型,右右,大阪,False
中谷　将大,阪神,0.241,133.0,455.0,411.0,99.0,20.0,61.0,2.0,36.0,5.0,96.0,0.0,5.0,0.308,0.443,0.751,4.78,4.85,2017.0,1200,外野手,7,24,1993/01/05,187cm,89kg,A型,右右,福岡,False
メヒア,西武,0.241,113.0,388.0,345.0,83.0,19.0,53.0,1.0,37.0,4.0,100.0,0.0,7.0,0.32,0.458,0.778,5.03,5.1,2017.0,240,内野手,2,24,1993/03/10,192cm,102kg,不明,右右,ドミニカ共和国,True
メヒア,西武,0.241,113.0,388.0,345.0,83.0,19.0,53.0,1.0,37.0,4.0,100.0,0.0,7.0,0.32,0.458,0.778,5.03,5.1,2017.0,50000,内野手,4,32,1985/12/02,198cm,118kg,不明,右右,ベネズエラ,True
川﨑　宗則,ソフトバンク,0.241,42.0,156.0,137.0,33.0,0.0,4.0,0.0,11.0,3.0,37.0,4.0,0.0,0.309,0.314,0.623,3.35,3.33,2017.0,9000,内野手,13,36,1981/06/03,180cm,75kg,O型,右左,鹿児島,False
駿太,オリックス,0.24,129.0,329.0,296.0,71.0,2.0,27.0,4.0,15.0,1.0,76.0,13.0,3.0,0.275,0.361,0.637,3.21,3.25,2017.0,2500,外野手,7,24,1993/03/05,180cm,83kg,A型,右左,群馬,False
寺内　崇幸,巨人,0.24,83.0,34.0,25.0,6.0,1.0,6.0,1.0,3.0,1.0,8.0,5.0,0.0,0.345,0.56,0.905,6.02,5.75,2017.0,2800,内野手,11,34,1983/05/27,177cm,73kg,B型,右右,栃木,False
横尾　俊建,日本ハム,0.239,50.0,149.0,134.0,32.0,7.0,20.0,0.0,11.0,3.0,45.0,0.0,2.0,0.309,0.418,0.727,4.47,4.65,2017.0,760,内野手,2,24,1993/05/27,177cm,90kg,O型,右右,東京都,True
奥村　展征,ヤクルト,0.239,44.0,125.0,113.0,27.0,0.0,5.0,1.0,9.0,1.0,33.0,1.0,3.0,0.298,0.274,0.573,2.54,2.62,2017.0,580,内野手,4,22,1995/05/26,178cm,76kg,O型,右左,滋賀,False
肘井　竜蔵,ロッテ,0.238,16.0,21.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.238,0.286,0.524,2.06,1.99,2017.0,470,外野手,4,22,1995/11/13,182cm,88kg,A型,右左,兵庫,False
アマダー,楽天,0.237,121.0,460.0,417.0,99.0,23.0,65.0,0.0,39.0,2.0,102.0,0.0,18.0,0.304,0.424,0.729,3.92,4.09,2017.0,3000,内野手,2,30,1987/01/19,193cm,135kg,不明,右右,メキシコ,True
大山　悠輔,阪神,0.237,75.0,221.0,198.0,47.0,7.0,38.0,2.0,18.0,3.0,41.0,1.0,4.0,0.309,0.414,0.723,4.24,4.28,2017.0,1500,内野手,1,23,1994/12/19,181cm,85kg,O型,右右,茨城,False
渡辺　直人,西武,0.235,32.0,79.0,68.0,16.0,0.0,3.0,0.0,7.0,0.0,14.0,4.0,2.0,0.307,0.338,0.645,3.24,3.05,2017.0,5000,内野手,11,37,1980/10/15,173cm,73kg,AB型,右右,茨城,False
工藤　隆人,中日,0.235,82.0,58.0,51.0,12.0,0.0,0.0,3.0,3.0,0.0,13.0,4.0,1.0,0.278,0.255,0.533,2.17,2.13,2017.0,1900,外野手,13,36,1981/03/30,171cm,73kg,A型,左左,青森,False
磯村　嘉孝,広島,0.235,21.0,39.0,34.0,8.0,2.0,3.0,0.0,3.0,1.0,8.0,1.0,1.0,0.316,0.471,0.786,4.75,4.77,2017.0,770,捕手,7,25,1992/11/01,178cm,89kg,A型,右右,愛知,False
永江　恭平,西武,0.235,25.0,19.0,17.0,4.0,1.0,4.0,0.0,0.0,0.0,5.0,2.0,0.0,0.235,0.471,0.706,3.63,3.65,2017.0,1250,内野手,6,24,1993/05/07,174cm,80kg,B型,右左,佐賀,False
西野　真弘,オリックス,0.234,100.0,331.0,282.0,66.0,2.0,21.0,8.0,24.0,6.0,46.0,16.0,4.0,0.305,0.309,0.613,3.16,3.24,2017.0,3600,内野手,3,27,1990/08/02,167cm,68kg,O型,右左,東京都,True
上田　剛史,ヤクルト,0.234,100.0,188.0,167.0,39.0,0.0,11.0,6.0,8.0,2.0,26.0,8.0,0.0,0.272,0.299,0.572,2.78,2.97,2017.0,2100,外野手,11,29,1988/10/02,180cm,73kg,B型,右左,岡山,False
柴田　竜拓,DeNA,0.233,88.0,248.0,215.0,50.0,1.0,11.0,1.0,17.0,3.0,50.0,11.0,2.0,0.295,0.284,0.579,2.83,2.92,2017.0,1000,内野手,2,24,1993/12/16,167cm,68kg,O型,右左,岡山,False
高橋　周平,中日,0.233,41.0,148.0,129.0,30.0,2.0,10.0,0.0,15.0,0.0,31.0,1.0,3.0,0.306,0.326,0.632,3.13,3.39,2017.0,1900,内野手,6,23,1994/01/18,180cm,85kg,O型,右左,神奈川,False
甲斐　拓也,ソフトバンク,0.232,103.0,257.0,207.0,48.0,5.0,18.0,4.0,26.0,2.0,68.0,22.0,2.0,0.323,0.372,0.695,4.1,4.06,2017.0,900,捕手,7,25,1992/11/05,170cm,75kg,O型,右右,大分,False
ドレイク,日本ハム,0.232,35.0,86.0,82.0,19.0,1.0,3.0,0.0,3.0,1.0,22.0,0.0,2.0,0.267,0.293,0.56,2.31,2.35,2017.0,1500,外野手,1,27,1990/04/12,183cm,90kg,不明,右右,キューバ,True
呉　念庭,西武,0.231,15.0,44.0,39.0,9.0,0.0,4.0,1.0,4.0,0.0,8.0,0.0,2.0,0.295,0.333,0.629,3.01,3.18,2017.0,800,内野手,2,24,1993/06/07,178cm,75kg,AB型,右左,台湾,True
白根　尚貴,DeNA,0.231,12.0,13.0,13.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.231,0.462,0.692,3.88,4.1,2017.0,510,外野手,6,24,1993/04/28,186cm,90kg,A型,右右,島根,False
井上　晴哉,ロッテ,0.23,35.0,119.0,113.0,26.0,0.0,11.0,0.0,5.0,1.0,26.0,0.0,2.0,0.269,0.292,0.561,2.44,2.37,2017.0,1400,内野手,4,28,1989/07/03,180cm,114kg,A型,右右,広島,False
レアード,日本ハム,0.229,137.0,571.0,503.0,115.0,32.0,90.0,0.0,54.0,7.0,125.0,0.0,18.0,0.308,0.459,0.767,4.51,4.76,2017.0,30000,内野手,3,30,1987/09/11,185cm,98kg,不明,右右,アメリカ,True
岡田　雅利,西武,0.229,68.0,172.0,144.0,33.0,0.0,9.0,0.0,10.0,6.0,28.0,12.0,1.0,0.306,0.285,0.591,3.02,2.96,2017.0,1600,捕手,4,28,1989/06/30,173cm,80kg,B型,右右,奈良,False
髙田　知季,ソフトバンク,0.228,58.0,130.0,114.0,26.0,2.0,8.0,2.0,5.0,2.0,28.0,9.0,0.0,0.273,0.351,0.624,3.3,3.28,2017.0,2000,内野手,5,27,1990/05/06,176cm,72kg,O型,右左,兵庫,False
西岡　剛,阪神,0.228,32.0,100.0,92.0,21.0,0.0,5.0,3.0,7.0,1.0,17.0,0.0,0.0,0.29,0.272,0.562,2.76,2.76,2017.0,9000,内野手,13,33,1984/07/27,182cm,84kg,A型,右両,大阪,False
大引　啓次,ヤクルト,0.227,80.0,311.0,273.0,62.0,5.0,29.0,3.0,27.0,1.0,43.0,10.0,8.0,0.299,0.322,0.621,3.09,3.1,2017.0,7000,内野手,11,33,1984/06/29,178cm,84kg,A型,右右,大阪,False
武山　真吾,中日,0.227,50.0,76.0,66.0,15.0,1.0,7.0,0.0,7.0,1.0,21.0,2.0,3.0,0.311,0.288,0.599,2.62,2.7,2017.0,1200,捕手,15,33,1984/06/22,179cm,88kg,O型,右右,愛知,False
原口　文仁,阪神,0.226,73.0,216.0,186.0,42.0,6.0,25.0,0.0,22.0,5.0,36.0,1.0,10.0,0.321,0.387,0.708,3.73,3.83,2017.0,2200,捕手,8,25,1992/03/03,182cm,88kg,AB型,右右,埼玉,False
荒波　翔,DeNA,0.226,47.0,65.0,62.0,14.0,0.0,1.0,0.0,2.0,1.0,16.0,0.0,1.0,0.262,0.306,0.568,2.48,2.37,2017.0,3300,外野手,7,31,1986/01/25,179cm,78kg,A型,右左,神奈川,False
遠藤　一星,中日,0.225,50.0,109.0,102.0,23.0,2.0,11.0,2.0,4.0,1.0,28.0,2.0,1.0,0.262,0.333,0.595,2.78,2.83,2017.0,1200,内野手,3,28,1989/03/23,182cm,78kg,O型,右左,東京都,True
福浦　和也,ロッテ,0.224,70.0,155.0,134.0,30.0,0.0,18.0,0.0,18.0,1.0,25.0,0.0,4.0,0.316,0.276,0.592,2.98,3.12,2017.0,3500,内野手,24,42,1975/12/14,183cm,88kg,B型,左左,千葉,False
松井　雅人,中日,0.221,87.0,244.0,208.0,46.0,2.0,17.0,0.0,22.0,3.0,63.0,10.0,3.0,0.303,0.293,0.597,3.0,3.07,2017.0,1350,捕手,8,30,1987/11/19,179cm,78kg,A型,右左,群馬,False
大野　奨太,日本ハム,0.221,83.0,183.0,154.0,34.0,3.0,13.0,0.0,16.0,4.0,30.0,8.0,1.0,0.309,0.312,0.62,3.31,3.44,2017.0,5500,捕手,9,30,1987/01/13,177cm,78kg,O型,右右,岐阜,False
根元　俊一,ロッテ,0.22,40.0,118.0,109.0,24.0,1.0,9.0,1.0,6.0,1.0,34.0,2.0,0.0,0.267,0.33,0.598,3.08,3.02,2017.0,3520,内野手,12,34,1983/07/08,177cm,77kg,A型,右左,東京都,True
パラデス,ロッテ,0.219,89.0,289.0,269.0,59.0,10.0,26.0,1.0,16.0,3.0,97.0,0.0,5.0,0.27,0.364,0.634,3.16,3.3,2017.0,14000,内野手,1,29,1988/11/25,191cm,91kg,不明,右両,ドミニカ共和国,True
井領　雅貴,中日,0.219,22.0,34.0,32.0,7.0,0.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,0.265,0.281,0.546,2.55,2.51,2017.0,800,外野手,3,28,1989/11/04,174cm,82kg,O型,右左,千葉,False
中村　剛也,西武,0.217,115.0,486.0,415.0,90.0,27.0,79.0,1.0,61.0,4.0,118.0,0.0,12.0,0.319,0.446,0.765,4.69,4.98,2017.0,41000,内野手,16,34,1983/08/15,175cm,102kg,O型,右右,大阪,False
谷　哲也,中日,0.217,53.0,100.0,92.0,20.0,2.0,11.0,0.0,5.0,0.0,23.0,2.0,0.0,0.255,0.315,0.57,2.54,2.74,2017.0,1125,内野手,10,32,1985/07/09,180cm,78kg,A型,右右,徳島,False
堂林　翔太,広島,0.217,44.0,54.0,46.0,10.0,1.0,11.0,0.0,5.0,0.0,13.0,0.0,0.0,0.278,0.304,0.582,3.12,3.9,2017.0,1650,内野手,8,26,1991/08/17,183cm,88kg,A型,右右,愛知,False
比屋根　渉,ヤクルト,0.217,35.0,24.0,23.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.25,0.261,0.511,1.44,1.51,2017.0,1800,外野手,6,30,1987/06/20,180cm,70kg,O型,右右,沖縄,False
中田　翔,日本ハム,0.216,129.0,542.0,472.0,102.0,16.0,67.0,0.0,61.0,5.0,103.0,0.0,14.0,0.31,0.367,0.676,3.69,3.85,2017.0,28000,内野手,10,28,1989/04/22,183cm,104kg,O型,右右,広島,False
長谷川　勇也,ソフトバンク,0.216,23.0,44.0,37.0,8.0,2.0,7.0,1.0,7.0,0.0,15.0,0.0,0.0,0.341,0.514,0.854,6.52,6.53,2017.0,20000,外野手,11,33,1984/12/22,180cm,86kg,AB型,右左,山形,False
リベロ,ヤクルト,0.215,54.0,208.0,200.0,43.0,6.0,21.0,0.0,7.0,0.0,52.0,0.0,5.0,0.24,0.355,0.595,2.5,2.6,2017.0,2000,内野手,1,29,1988/05/20,188cm,104kg,不明,右右,ベネズエラ,True
戸柱　恭孝,DeNA,0.214,112.0,363.0,336.0,72.0,9.0,52.0,0.0,19.0,0.0,59.0,6.0,9.0,0.255,0.333,0.588,2.49,2.61,2017.0,2000,捕手,2,27,1990/04/11,179cm,87kg,A型,右左,鹿児島,False
川端　崇義,オリックス,0.214,18.0,28.0,28.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.214,0.286,0.5,1.85,1.77,2017.0,1760,外野手,6,32,1985/02/04,176cm,80kg,B型,右右,静岡,False
小島　脩平,オリックス,0.213,61.0,182.0,164.0,35.0,2.0,19.0,3.0,7.0,0.0,21.0,9.0,4.0,0.243,0.305,0.548,2.17,2.31,2017.0,1550,内野手,6,30,1987/06/05,177cm,78kg,O型,右左,群馬,False
本多　雄一,ソフトバンク,0.213,62.0,143.0,122.0,26.0,0.0,8.0,3.0,12.0,0.0,20.0,9.0,2.0,0.284,0.262,0.546,2.26,2.26,2017.0,18000,内野手,12,33,1984/11/19,175cm,71kg,O型,右左,福岡,False
畠山　和洋,ヤクルト,0.212,15.0,62.0,52.0,11.0,2.0,4.0,0.0,8.0,2.0,13.0,0.0,2.0,0.339,0.385,0.723,4.28,4.34,2017.0,13000,内野手,17,35,1982/09/13,180cm,96kg,O型,右右,岩手,False
足立　祐一,楽天,0.211,49.0,87.0,76.0,16.0,1.0,7.0,0.0,5.0,1.0,18.0,5.0,1.0,0.268,0.289,0.558,2.2,2.3,2017.0,1600,捕手,2,28,1989/09/22,178cm,83kg,A型,右右,東京都,True
松井　稼頭央,楽天,0.211,44.0,83.0,76.0,16.0,2.0,10.0,0.0,6.0,1.0,23.0,0.0,1.0,0.277,0.342,0.619,2.92,3.04,2017.0,7000,外野手,17,42,1975/10/23,177cm,85kg,O型,右両,大阪,False
北條　史也,阪神,0.21,83.0,252.0,219.0,46.0,3.0,20.0,0.0,23.0,1.0,42.0,7.0,4.0,0.286,0.301,0.587,2.79,2.94,2017.0,2200,内野手,5,23,1994/07/29,177cm,75kg,O型,右右,大阪,False
鵜久森　淳志,ヤクルト,0.209,45.0,91.0,86.0,18.0,1.0,7.0,1.0,5.0,0.0,15.0,0.0,1.0,0.253,0.326,0.578,2.7,2.68,2017.0,1300,外野手,13,30,1987/02/01,189cm,85kg,O型,右右,愛媛,False
中島　卓也,日本ハム,0.208,91.0,331.0,283.0,59.0,1.0,13.0,11.0,23.0,0.0,80.0,25.0,2.0,0.268,0.237,0.505,2.04,2.13,2017.0,10000,内野手,9,26,1991/01/11,176cm,73kg,A型,右左,福岡,False
立岡　宗一郎,巨人,0.208,62.0,214.0,197.0,41.0,0.0,10.0,4.0,11.0,0.0,43.0,6.0,1.0,0.25,0.254,0.504,1.7,1.79,2017.0,2900,外野手,9,27,1990/05/18,181cm,81kg,A型,右左,熊本,False
西浦　直亨,ヤクルト,0.208,72.0,171.0,144.0,30.0,0.0,8.0,3.0,16.0,1.0,31.0,8.0,5.0,0.288,0.25,0.538,2.23,2.35,2017.0,2000,内野手,4,26,1991/04/11,178cm,75kg,B型,右右,奈良,False
荒木　貴裕,ヤクルト,0.207,91.0,212.0,188.0,39.0,6.0,25.0,2.0,14.0,3.0,30.0,7.0,7.0,0.273,0.367,0.64,2.95,3.01,2017.0,1900,内野手,8,30,1987/07/26,180cm,84kg,AB型,右右,富山,False
近藤　弘基,中日,0.207,14.0,33.0,29.0,6.0,1.0,1.0,0.0,3.0,0.0,7.0,1.0,1.0,0.281,0.345,0.626,2.84,2.94,2017.0,660,外野手,3,24,1993/02/12,179cm,78kg,A型,右右,愛知,False
小林　誠司,巨人,0.206,138.0,443.0,378.0,78.0,2.0,27.0,2.0,41.0,2.0,64.0,19.0,12.0,0.285,0.257,0.542,2.19,2.29,2017.0,5000,捕手,4,28,1989/06/07,178cm,83kg,O型,右右,大阪,False
梅野　隆太郎,阪神,0.206,112.0,340.0,282.0,58.0,2.0,33.0,1.0,24.0,4.0,63.0,27.0,3.0,0.275,0.273,0.548,2.39,2.51,2017.0,1350,捕手,4,26,1991/06/17,173cm,76kg,A型,右右,福岡,False
大嶺　翔太,ロッテ,0.206,91.0,240.0,214.0,44.0,5.0,23.0,1.0,14.0,1.0,56.0,9.0,1.0,0.255,0.336,0.592,2.82,2.97,2017.0,950,内野手,8,26,1991/09/17,180cm,82kg,A型,右右,沖縄,False
髙谷　裕亮,ソフトバンク,0.206,92.0,195.0,175.0,36.0,1.0,20.0,0.0,12.0,1.0,30.0,5.0,1.0,0.258,0.246,0.504,1.93,2.14,2017.0,3400,捕手,11,36,1981/11/13,179cm,84kg,O型,右左,栃木,False
石井　一成,日本ハム,0.205,114.0,361.0,317.0,65.0,3.0,24.0,3.0,28.0,1.0,113.0,14.0,6.0,0.271,0.271,0.542,2.02,2.15,2017.0,1200,内野手,1,23,1994/05/06,180cm,77kg,O型,右左,栃木,False
堂上　直倫,中日,0.205,91.0,167.0,151.0,31.0,1.0,8.0,0.0,9.0,0.0,39.0,7.0,4.0,0.25,0.272,0.522,1.69,1.72,2017.0,3300,内野手,11,29,1988/09/23,184cm,82kg,O型,右右,愛知,False
矢野　謙次,日本ハム,0.205,44.0,49.0,44.0,9.0,0.0,10.0,0.0,5.0,0.0,13.0,0.0,1.0,0.286,0.25,0.536,2.22,2.27,2017.0,4000,外野手,15,37,1980/09/21,178cm,85kg,O型,右右,東京都,True
石原　慶幸,広島,0.204,77.0,167.0,147.0,30.0,1.0,12.0,1.0,10.0,0.0,33.0,8.0,8.0,0.252,0.252,0.503,1.36,1.54,2017.0,12000,捕手,16,38,1979/09/07,177cm,90kg,A型,右右,岐阜,False
武内　晋一,ヤクルト,0.204,66.0,104.0,93.0,19.0,0.0,5.0,0.0,8.0,0.0,15.0,1.0,4.0,0.267,0.204,0.472,1.11,1.21,2017.0,1700,内野手,12,34,1983/12/10,175cm,90kg,O型,左左,兵庫,False
安達　了一,オリックス,0.203,109.0,380.0,316.0,64.0,3.0,26.0,4.0,37.0,10.0,61.0,17.0,5.0,0.306,0.278,0.584,2.82,2.91,2017.0,6600,内野手,6,29,1988/01/07,179cm,78kg,O型,右右,群馬,False
清田　育宏,ロッテ,0.203,79.0,263.0,231.0,47.0,3.0,21.0,3.0,24.0,3.0,61.0,5.0,8.0,0.287,0.286,0.573,2.47,2.54,2017.0,5700,外野手,8,31,1986/02/11,180cm,85kg,A型,右右,千葉,False
若月　健矢,オリックス,0.202,100.0,256.0,218.0,44.0,1.0,18.0,0.0,10.0,3.0,50.0,23.0,9.0,0.245,0.271,0.515,1.52,1.62,2017.0,1500,捕手,4,22,1995/10/04,179cm,87kg,O型,右右,埼玉,False
