選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
井領　雅貴,中日,0.2,79.0,155.0,135.0,27.0,0.0,12.0,0.0,18.0,0.0,24.0,2.0,4.0,0.294,0.222,0.516,2.02,2.12,2020.0,1100,外野手,6,31,1989/11/04,174cm,82kg,O,右左,千葉,False
濱田　太貴,ヤクルト,0.2,33.0,105.0,100.0,20.0,3.0,7.0,0.0,5.0,0.0,30.0,0.0,1.0,0.238,0.33,0.568,2.42,2.53,2020.0,550,外野手,2,20,2000/09/04,177cm,81kg,A,右右,福岡,False
岡島　豪郎,楽天,0.2,35.0,85.0,75.0,15.0,0.0,9.0,0.0,8.0,0.0,26.0,2.0,2.0,0.277,0.307,0.584,2.51,2.45,2020.0,2700,捕手,9,31,1989/09/07,176cm,82kg,B,右左,群馬,False
堂上　直倫,中日,0.2,43.0,55.0,50.0,10.0,0.0,4.0,0.0,4.0,0.0,11.0,0.0,2.0,0.255,0.24,0.495,1.22,1.49,2020.0,3000,内野手,14,32,1988/09/23,184cm,86kg,O,右右,愛知,False
藤田　一也,楽天,0.2,55.0,38.0,35.0,7.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,2.0,0.222,0.229,0.451,0.68,0.71,2020.0,3600,内野手,16,38,1982/07/03,175cm,75kg,O,右左,徳島,False
渡辺　勝,中日,0.2,19.0,16.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.25,0.2,0.45,1.44,1.6,2020.0,700,外野手,5,27,1993/10/14,172cm,80kg,A,右左,神奈川,False
髙橋　大樹,広島,0.2,14.0,16.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.25,0.2,0.45,1.46,1.62,2020.0,750,外野手,8,26,1994/05/11,181cm,92kg,O,右右,大阪,False
松本　友,ヤクルト,0.2,9.0,11.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.273,0.3,0.573,1.43,1.35,2020.0,260,内野手,2,25,1995/02/05,179cm,86kg,O,右左,福岡,False
山田　遥楓,西武,0.2,8.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4,0.77,0.88,2020.0,620,内野手,6,24,1996/09/30,179cm,84kg,A,右右,佐賀,False
清水　優心,日本ハム,0.193,69.0,157.0,135.0,26.0,3.0,16.0,0.0,7.0,1.0,37.0,12.0,5.0,0.234,0.311,0.546,1.78,1.97,2020.0,2600,捕手,6,24,1996/05/22,185cm,87kg,A,右右,山口,False
北條　史也,阪神,0.192,40.0,112.0,99.0,19.0,2.0,7.0,2.0,9.0,1.0,23.0,3.0,2.0,0.266,0.293,0.559,2.45,2.55,2020.0,2800,内野手,8,26,1994/07/29,177cm,79kg,O,右右,大阪,False
釜元　豪,ソフトバンク,0.192,32.0,29.0,26.0,5.0,0.0,2.0,3.0,3.0,0.0,10.0,0.0,1.0,0.276,0.192,0.468,1.97,2.11,2020.0,1300,外野手,9,27,1993/09/03,180cm,79kg,B,右左,長崎,False
川瀬　晃,ソフトバンク,0.191,70.0,164.0,141.0,27.0,0.0,10.0,2.0,11.0,1.0,26.0,10.0,0.0,0.253,0.248,0.501,1.99,2.1,2020.0,570,内野手,5,23,1997/09/15,175cm,64kg,B,右左,大分,False
清宮　幸太郎,日本ハム,0.19,96.0,263.0,226.0,43.0,7.0,22.0,2.0,33.0,3.0,59.0,0.0,6.0,0.3,0.323,0.623,3.2,3.39,2020.0,2000,内野手,3,21,1999/05/25,184cm,101kg,O,右左,東京都,True
淺間　大基,日本ハム,0.19,42.0,63.0,58.0,11.0,0.0,1.0,0.0,3.0,0.0,21.0,2.0,1.0,0.23,0.224,0.454,1.16,1.23,2020.0,1050,外野手,6,24,1996/06/21,183cm,83kg,B,右左,東京都,True
髙城　俊人,DeNA,0.19,23.0,46.0,42.0,8.0,3.0,5.0,0.0,2.0,1.0,22.0,1.0,1.0,0.244,0.405,0.649,2.9,3.2,2020.0,1200,捕手,9,27,1993/05/03,176cm,83kg,AB,右右,福岡,False
下水流　昂,楽天,0.188,20.0,35.0,32.0,6.0,1.0,5.0,0.0,2.0,1.0,11.0,0.0,0.0,0.257,0.344,0.601,2.99,3.19,2020.0,1700,外野手,8,32,1988/04/23,178cm,88kg,A,右右,神奈川,False
西浦　颯大,オリックス,0.187,49.0,97.0,91.0,17.0,2.0,4.0,3.0,5.0,0.0,21.0,1.0,1.0,0.229,0.264,0.493,1.54,1.74,2020.0,1350,外野手,3,21,1999/05/21,178cm,70kg,A,右左,熊本,False
安部　友裕,広島,0.184,26.0,44.0,38.0,7.0,0.0,2.0,0.0,4.0,0.0,17.0,2.0,1.0,0.262,0.263,0.525,1.51,1.53,2020.0,4300,内野手,13,31,1989/06/24,181cm,84kg,O,右左,福岡,False
柘植　世那,西武,0.184,17.0,43.0,38.0,7.0,2.0,5.0,1.0,4.0,0.0,14.0,1.0,2.0,0.262,0.342,0.604,2.37,2.64,2020.0,1000,捕手,1,23,1997/06/03,174cm,83kg,O,右右,群馬,False
武田　健吾,中日,0.182,84.0,64.0,55.0,10.0,0.0,2.0,1.0,5.0,0.0,13.0,3.0,2.0,0.246,0.218,0.464,1.31,1.55,2020.0,1650,外野手,8,26,1994/04/18,183cm,85kg,O,右右,福岡,False
羽月　隆太郎,広島,0.182,17.0,40.0,33.0,6.0,0.0,4.0,0.0,2.0,0.0,7.0,5.0,0.0,0.229,0.273,0.501,1.1,1.2,2020.0,500,内野手,2,20,2000/04/19,167cm,70kg,O,右左,宮崎,False
上林　誠知,ソフトバンク,0.181,69.0,178.0,160.0,29.0,6.0,20.0,8.0,11.0,4.0,39.0,2.0,1.0,0.25,0.331,0.581,2.78,3.04,2020.0,6500,外野手,7,25,1995/08/01,185cm,91kg,O,右左,埼玉,False
炭谷　銀仁朗,巨人,0.18,56.0,114.0,100.0,18.0,1.0,7.0,0.0,8.0,2.0,23.0,3.0,3.0,0.252,0.23,0.482,1.46,1.64,2020.0,15000,捕手,15,33,1987/07/19,181cm,98kg,O,右右,京都,False
石井　一成,日本ハム,0.179,59.0,104.0,95.0,17.0,0.0,3.0,1.0,3.0,0.0,13.0,5.0,1.0,0.202,0.242,0.444,1.06,1.22,2020.0,1900,内野手,4,26,1994/05/06,182cm,78kg,O,右左,栃木,False
宇佐見　真吾,日本ハム,0.178,80.0,187.0,169.0,30.0,3.0,15.0,0.0,8.0,0.0,45.0,9.0,5.0,0.213,0.237,0.45,0.89,1.12,2020.0,2000,捕手,5,27,1993/06/04,181cm,94kg,O,右左,千葉,False
島田　海吏,阪神,0.176,43.0,21.0,17.0,3.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,0.3,0.176,0.476,3.1,3.1,2020.0,800,外野手,3,24,1996/02/06,176cm,68kg,AB,右左,熊本,False
中村　悠平,ヤクルト,0.175,29.0,92.0,80.0,14.0,0.0,3.0,0.0,9.0,0.0,14.0,2.0,2.0,0.256,0.2,0.456,1.18,1.44,2020.0,9000,捕手,12,30,1990/06/17,176cm,83kg,A,右右,福井,False
高木　渉,西武,0.175,12.0,40.0,40.0,7.0,2.0,5.0,0.0,0.0,0.0,8.0,0.0,2.0,0.175,0.4,0.575,1.61,1.83,2020.0,520,外野手,3,21,1999/12/06,181cm,81kg,B,右左,福岡,False
石原　彪,楽天,0.174,18.0,24.0,23.0,4.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.174,0.217,0.391,0.54,0.61,2020.0,520,捕手,4,21,1999/03/08,172cm,96kg,A,右右,京都,False
内田　靖人,楽天,0.172,38.0,109.0,93.0,16.0,5.0,18.0,1.0,14.0,1.0,31.0,0.0,5.0,0.284,0.366,0.65,2.91,3.25,2020.0,1200,内野手,7,25,1995/05/30,185cm,86kg,O,右右,福島,False
上本　博紀,阪神,0.171,25.0,51.0,41.0,7.0,0.0,4.0,2.0,4.0,0.0,11.0,5.0,2.0,0.239,0.244,0.483,0.93,1.18,2020.0,4800,内野手,12,34,1986/07/04,173cm,66kg,O,右右,広島,False
バレンティン,ソフトバンク,0.168,60.0,218.0,191.0,32.0,9.0,22.0,0.0,25.0,0.0,59.0,0.0,8.0,0.261,0.346,0.607,2.4,2.71,2020.0,50000,外野手,10,36,1984/07/02,185cm,100kg,不明,右右,アンティル,True
足立　祐一,楽天,0.167,42.0,66.0,60.0,10.0,1.0,3.0,0.0,6.0,0.0,15.0,0.0,2.0,0.242,0.267,0.509,1.57,1.76,2020.0,1500,捕手,5,31,1989/09/22,178cm,83kg,A,右右,東京都,True
ウレーニャ,巨人,0.167,11.0,20.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.25,0.167,0.417,1.14,1.39,2020.0,260,内野手,1,21,1999/05/27,183cm,79kg,不明,右右,ドミニカ共和国,True
山﨑　幹史,楽天,0.167,20.0,16.0,12.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.214,0.25,0.464,2.0,2.64,2020.0,1100,内野手,3,25,1995/12/29,173cm,74kg,AB,右左,福岡,False
板山　祐太郎,阪神,0.167,5.0,14.0,12.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.286,0.167,0.452,2.29,2.54,2020.0,850,外野手,5,26,1994/03/27,180cm,80kg,B,右左,神奈川,False
三ツ俣　大樹,中日,0.167,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.167,0.167,0.333,0.01,0.16,2020.0,800,内野手,10,28,1992/05/11,177cm,84kg,O,右右,東京都,True
水口　大地,西武,0.167,7.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.167,0.167,0.333,0.99,1.13,2020.0,770,内野手,8,31,1989/06/28,163cm,70kg,A,右左,長崎,False
荒木　貴裕,ヤクルト,0.164,63.0,84.0,73.0,12.0,1.0,7.0,0.0,6.0,1.0,18.0,3.0,3.0,0.235,0.247,0.481,1.23,1.49,2020.0,3000,内野手,11,33,1987/07/26,180cm,84kg,AB,右右,富山,False
三森　大貴,ソフトバンク,0.163,24.0,46.0,43.0,7.0,0.0,2.0,1.0,1.0,1.0,17.0,1.0,0.0,0.2,0.209,0.409,0.69,0.81,2020.0,600,内野手,4,21,1999/02/21,185cm,70kg,A,右左,埼玉,False
西村　凌,オリックス,0.161,29.0,76.0,62.0,10.0,1.0,3.0,2.0,9.0,0.0,12.0,5.0,0.0,0.268,0.242,0.51,1.9,2.1,2020.0,1200,外野手,3,24,1996/02/21,178cm,84kg,O,右右,滋賀,False
柿沼　友哉,ロッテ,0.16,56.0,129.0,106.0,17.0,0.0,9.0,0.0,5.0,3.0,31.0,15.0,2.0,0.219,0.17,0.389,0.64,0.77,2020.0,980,捕手,5,27,1993/05/12,180cm,82kg,A,右右,茨城,False
廣澤　伸哉,オリックス,0.158,23.0,22.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.158,0.158,0.316,0.05,0.17,2020.0,480,内野手,3,21,1999/08/11,175cm,74kg,B,右右,大分,False
下妻　貴寛,楽天,0.156,43.0,90.0,77.0,12.0,1.0,9.0,0.0,1.0,0.0,26.0,11.0,0.0,0.165,0.247,0.411,0.83,1.02,2020.0,550,捕手,8,26,1994/04/15,186cm,85kg,B,右右,山形,False
郡司　裕也,中日,0.156,30.0,76.0,64.0,10.0,0.0,4.0,0.0,9.0,1.0,19.0,1.0,1.0,0.267,0.203,0.47,1.64,1.89,2020.0,900,捕手,1,23,1997/12/27,180cm,86kg,A,右右,千葉,False
川越　誠司,西武,0.156,48.0,74.0,64.0,10.0,2.0,5.0,0.0,9.0,0.0,24.0,1.0,0.0,0.26,0.281,0.542,2.4,2.69,2020.0,640,外野手,5,27,1993/06/30,174cm,80kg,A,左左,北海道,False
福留　孝介,阪神,0.154,43.0,92.0,78.0,12.0,1.0,12.0,0.0,11.0,0.0,31.0,0.0,4.0,0.25,0.218,0.468,1.14,1.69,2020.0,13000,外野手,17,43,1977/04/26,182cm,92kg,B,右左,鹿児島,False
楠本　泰史,DeNA,0.154,28.0,29.0,26.0,4.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.241,0.346,0.588,2.75,2.9,2020.0,1375,外野手,3,25,1995/07/07,180cm,77kg,A,右左,大阪,False
愛斗,西武,0.154,7.0,14.0,13.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.143,0.154,0.297,-1.48,-0.77,2020.0,840,外野手,5,23,1997/04/06,177cm,87kg,O,右右,大阪,False
植田　海,阪神,0.153,74.0,83.0,59.0,9.0,0.0,3.0,9.0,14.0,4.0,22.0,6.0,0.0,0.351,0.186,0.537,2.92,3.09,2020.0,1600,内野手,6,24,1996/04/19,175cm,71kg,O,右両,滋賀,False
髙山　俊,阪神,0.152,42.0,52.0,46.0,7.0,0.0,3.0,1.0,3.0,1.0,10.0,1.0,0.0,0.216,0.217,0.433,1.37,1.66,2020.0,3600,外野手,5,27,1993/04/18,181cm,91kg,O,右左,千葉,False
小島　脩平,オリックス,0.15,13.0,20.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.15,0.25,0.4,-0.03,-0.05,2020.0,2600,内野手,9,33,1987/06/05,177cm,78kg,O,右左,群馬,False
田代　将太郎,ヤクルト,0.149,46.0,53.0,47.0,7.0,0.0,2.0,1.0,5.0,0.0,16.0,1.0,0.0,0.231,0.213,0.444,1.18,1.37,2020.0,1000,外野手,9,31,1989/12/13,178cm,74kg,A,左左,北海道,False
中川　圭太,オリックス,0.146,45.0,155.0,144.0,21.0,2.0,13.0,3.0,9.0,0.0,25.0,1.0,5.0,0.195,0.208,0.403,0.4,0.67,2020.0,2800,内野手,2,24,1996/04/12,180cm,76kg,B,右右,大阪,False
岡　大海,ロッテ,0.143,62.0,64.0,56.0,8.0,0.0,2.0,7.0,7.0,0.0,18.0,1.0,1.0,0.238,0.143,0.381,0.69,0.96,2020.0,2800,外野手,7,29,1991/07/15,185cm,80kg,B,右右,岡山,False
蝦名　達夫,DeNA,0.143,17.0,24.0,21.0,3.0,1.0,1.0,0.0,2.0,1.0,8.0,0.0,1.0,0.25,0.333,0.583,2.06,2.32,2020.0,750,外野手,1,23,1997/09/20,185cm,88kg,B,右右,青森,False
石川　亮,日本ハム,0.143,17.0,22.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.143,0.19,0.333,0.01,0.11,2020.0,1200,捕手,7,25,1995/07/20,181cm,87kg,O,右右,神奈川,False
黒川　史陽,楽天,0.143,10.0,17.0,14.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0.235,0.143,0.378,0.23,1.06,2020.0,650,内野手,1,19,2001/04/17,182cm,86kg,B,右左,奈良,False
正隨　優弥,広島,0.143,7.0,8.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.571,0.821,2.78,3.32,2020.0,700,外野手,2,24,1996/04/02,180cm,96kg,A,右右,広島,False
樋口　龍之介,日本ハム,0.14,25.0,64.0,50.0,7.0,1.0,1.0,0.0,9.0,1.0,15.0,4.0,2.0,0.283,0.2,0.483,1.53,1.8,2020.0,240,内野手,1,26,1994/07/04,168cm,84kg,A,右右,神奈川,False
桑原　将志,DeNA,0.139,34.0,42.0,36.0,5.0,1.0,2.0,0.0,3.0,1.0,11.0,1.0,2.0,0.22,0.222,0.442,0.71,1.23,2020.0,6500,外野手,9,27,1993/07/21,174cm,78kg,B,右右,大阪,False
鳥谷　敬,ロッテ,0.139,42.0,39.0,36.0,5.0,0.0,6.0,0.0,1.0,2.0,8.0,0.0,0.0,0.205,0.194,0.4,0.5,0.67,2020.0,1600,内野手,17,39,1981/06/26,180cm,79kg,B,右左,東京都,True
加藤　匠馬,中日,0.135,29.0,43.0,37.0,5.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,1.0,0.158,0.162,0.32,-0.15,-0.1,2020.0,1800,捕手,6,28,1992/04/29,175cm,76kg,B,右右,三重,False
川端　慎吾,ヤクルト,0.128,39.0,42.0,39.0,5.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.19,0.128,0.319,-0.19,0.05,2020.0,4000,内野手,15,33,1987/10/16,185cm,86kg,O,右左,大阪,False
上田　剛史,ヤクルト,0.125,53.0,61.0,56.0,7.0,0.0,2.0,5.0,2.0,0.0,15.0,2.0,3.0,0.153,0.143,0.295,-0.26,0.05,2020.0,2500,外野手,14,32,1988/10/02,180cm,73kg,B,右左,岡山,False
三好　匠,広島,0.125,62.0,29.0,24.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,2.0,0.0,0.185,0.125,0.31,0.21,0.79,2020.0,1200,内野手,9,27,1993/06/07,174cm,84kg,A,右右,福岡,False
和田　恋,楽天,0.125,7.0,17.0,16.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.176,0.188,0.364,-0.86,-0.79,2020.0,1000,外野手,7,25,1995/09/26,180cm,93kg,O,右右,高知,False
俊介,阪神,0.125,9.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.125,0.125,0.25,-1.85,-1.59,2020.0,3200,外野手,11,33,1987/08/17,178cm,77kg,A,右右,福岡,False
林　晃汰,広島,0.125,4.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.125,0.25,0.375,-1.04,-1.08,2020.0,600,内野手,2,20,2000/11/16,182cm,94kg,O,右左,和歌山,False
石垣　雅海,中日,0.121,25.0,34.0,33.0,4.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.147,0.212,0.359,0.2,0.53,2020.0,660,内野手,4,22,1998/09/21,181cm,85kg,B,右右,山形,False
後藤　駿太,オリックス,0.12,23.0,62.0,50.0,6.0,0.0,1.0,2.0,8.0,0.0,17.0,4.0,0.0,0.241,0.12,0.361,0.94,1.2,2020.0,2800,外野手,10,27,1993/03/05,180cm,83kg,A,右左,群馬,False
宜保　翔,オリックス,0.118,10.0,18.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.118,0.176,0.294,-0.35,-0.25,2020.0,550,内野手,2,20,2000/11/26,175cm,72kg,O,右左,沖縄,False
吉田　大成,ヤクルト,0.111,8.0,11.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.2,0.222,0.422,-0.03,-0.03,2020.0,750,内野手,2,25,1995/03/07,175cm,80kg,B,右左,千葉,False
戸川　大輔,西武,0.111,4.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.222,-0.97,-0.74,2020.0,630,外野手,6,24,1996/04/29,188cm,90kg,B,右左,北海道,False
岡田　雅利,西武,0.107,29.0,65.0,56.0,6.0,0.0,3.0,0.0,1.0,1.0,7.0,7.0,4.0,0.138,0.125,0.263,-0.95,-0.82,2020.0,3000,捕手,7,31,1989/06/30,173cm,80kg,B,右右,奈良,False
井野　卓,ヤクルト,0.105,32.0,22.0,19.0,2.0,0.0,4.0,0.0,1.0,0.0,6.0,2.0,1.0,0.15,0.211,0.361,-0.15,0.01,2020.0,1400,捕手,15,37,1983/11/23,178cm,83kg,B,右右,群馬,False
吉川　大幾,巨人,0.1,30.0,12.0,10.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.182,0.1,0.282,-0.09,0.22,2020.0,1600,内野手,10,28,1992/08/21,175cm,78kg,A,右右,大阪,False
熊代　聖人,西武,0.1,38.0,11.0,10.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.182,0.1,0.282,0.81,1.11,2020.0,1200,外野手,10,31,1989/04/18,175cm,75kg,O,右右,愛媛,False
髙部　瑛斗,ロッテ,0.1,5.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.1,0.1,0.2,-1.02,-0.81,2020.0,1000,外野手,1,23,1997/12/11,178cm,72kg,A,右左,神奈川,False
嶋　基宏,ヤクルト,0.098,20.0,45.0,41.0,4.0,0.0,4.0,0.0,3.0,0.0,19.0,1.0,1.0,0.159,0.146,0.305,-0.42,-0.24,2020.0,4000,捕手,14,36,1984/12/13,179cm,84kg,A,右右,岐阜,False
西田　哲朗,ソフトバンク,0.091,36.0,11.0,11.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.091,0.091,0.182,-1.29,-0.96,2020.0,1400,内野手,11,29,1991/09/04,180cm,85kg,O,右右,大阪,False
荒木　郁也,阪神,0.091,16.0,11.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.091,0.091,0.182,-1.29,-0.96,2020.0,850,内野手,10,32,1988/04/25,183cm,73kg,B,右左,東京都,True
井上　広大,阪神,0.091,6.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.091,0.182,0.273,-0.69,-0.59,2020.0,720,外野手,1,19,2001/08/12,187cm,97kg,B,右右,大阪,False
福田　光輝,ロッテ,0.087,15.0,26.0,23.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.192,0.13,0.323,0.11,0.26,2020.0,880,内野手,1,23,1997/11/16,176cm,80kg,A,右左,大阪,False
根尾　昂,中日,0.087,9.0,25.0,23.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.16,0.087,0.247,-0.66,-0.35,2020.0,1300,内野手,2,20,2000/04/19,177cm,80kg,O,右左,岐阜,False
長岡　秀樹,ヤクルト,0.083,6.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.083,0.083,0.167,-1.9,-1.74,2020.0,500,内野手,1,19,2001/09/26,174cm,74kg,A,右左,千葉,False
茶谷　健太,ロッテ,0.063,31.0,17.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.063,0.063,0.125,-1.39,-1.15,2020.0,500,内野手,5,22,1998/01/16,186cm,96kg,O,右右,神奈川,False
小林　誠司,巨人,0.056,10.0,21.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.15,0.056,0.206,-0.83,-0.51,2020.0,10000,捕手,7,31,1989/06/07,178cm,86kg,O,右右,大阪,False
古賀　優大,ヤクルト,0.048,27.0,46.0,42.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,0.089,0.048,0.137,-2.16,-1.77,2020.0,630,捕手,4,22,1998/08/07,177cm,74kg,B,右右,福岡,False
江越　大賀,阪神,0.0,45.0,13.0,10.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,0.0,0.154,0.0,0.154,-0.45,0.72,2020.0,1400,外野手,6,27,1993/03/12,182cm,81kg,O,右右,長崎,False
湯浅　大,巨人,0.0,13.0,9.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.125,0.0,0.125,-0.05,0.3,2020.0,550,内野手,3,20,2000/01/24,172cm,70kg,A,右右,群馬,False
香月　一也,巨人,0.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-3.37,-3.24,2020.0,650,内野手,6,24,1996/04/16,176cm,83kg,A,右左,福岡,False
堀内　謙伍,楽天,0.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.33,-2.09,2020.0,1200,捕手,5,23,1997/04/15,174cm,82kg,A,右左,静岡,False
山下　斐紹,楽天,0.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.125,0.0,0.125,-1.62,-1.2,2020.0,1250,捕手,10,28,1992/11/16,179cm,93kg,A,右左,北海道,False
勝俣　翔貴,オリックス,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.63,2020.0,800,内野手,1,23,1997/07/20,178cm,84kg,B,右左,神奈川,False
郡　拓也,日本ハム,0.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.143,0.0,0.143,-1.36,-0.95,2020.0,510,捕手,4,22,1998/04/25,178cm,83kg,B,右右,東京都,True
江村　直也,ロッテ,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.74,-2.48,2020.0,1200,捕手,10,28,1992/05/06,176cm,80kg,B,右右,広島,False
小園　海斗,広島,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.74,-2.48,2020.0,1000,内野手,2,20,2000/06/07,178cm,84kg,AB,右左,兵庫,False
石原　慶幸,広島,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.74,-2.48,2020.0,5500,捕手,19,41,1979/09/07,177cm,90kg,A,右右,岐阜,False
海野　隆司,ソフトバンク,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.57,2020.0,1200,捕手,1,23,1997/07/15,173cm,83kg,O,右右,岡山,False
中村　奨成,広島,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.75,-2.5,2020.0,700,捕手,3,21,1999/06/06,181cm,78kg,B,右右,広島,False
太田　賢吾,ヤクルト,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-4.0,-4.0,2020.0,1700,内野手,6,23,1997/01/19,186cm,85kg,A,右左,埼玉,False
岸　潤一郎,西武,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.333,0.0,0.333,-2.15,-1.53,2020.0,500,外野手,1,24,1996/12/08,174cm,78kg,A,右右,兵庫,False
桒原　樹,広島,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2020.0,550,内野手,6,24,1996/07/04,180cm,87kg,O,右左,静岡,False
山本　祐大,DeNA,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,2020.0,595,捕手,3,22,1998/09/11,180cm,82kg,A,右右,大阪,False
村林　一輝,楽天,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2020.0,730,内野手,5,23,1997/10/06,180cm,73kg,O,右右,大阪,False
白濱　裕太,広島,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2020.0,650,捕手,17,35,1985/10/31,180cm,90kg,A,右右,大阪,False
山崎　勝己,オリックス,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2020.0,1500,捕手,20,38,1982/08/16,180cm,88kg,O,右右,兵庫,False
